code,time_zone_id,name,city_code,country_id,location,elevation,url,icao,city,county,state,status
KRE,Africa/Bujumbura,Kirundo,KRE,BI,POINT (29 -3.333333),4511,,HBBO,Uvira,,South Kivu,
EES,Africa/Cairo,Berenice International Airport,IUP,EG,POINT (35.45003685693535 23.980303),55,,,Berenice City,,,
RDL,Africa/Cairo,Al Bardawil International Airport,RDL,EG,POINT (33.1515706592 30.4095794591708),964,,,El Hassana,,North Sinai Governorate,
LXR,Africa/Cairo,Luxor International Airport,LXR,EG,POINT (32.70656738421505 25.6705395),82,,HELX,Luxor,,Luxor,
AUE,Africa/Cairo,Abu Rudeis,AUE,EG,POINT (33.20053351373349 28.90059595),29,,,,,,
PSD,Africa/Cairo,Port Said,PSD,EG,POINT (32.3 31.266666),62,http://en.wikipedia.org/wiki/Port_Said_Airport,HEPS,Port Said,,Muhafazat Bur Sa`id,
AAC,Africa/Cairo,El Arish International Airport,AAC,EG,POINT (33.829171518733695 31.0742836),85,,HEAR,Arish,,Muhafazat Shamal Sina',
DBB,Africa/Cairo,Alalamain International,DBB,EG,POINT (28.46139 30.924444),65,,HEAL,Al `Alamayn,,Muhafazat Matruh,
ABS,Africa/Cairo,Abu Simbel,ABS,EG,POINT (31.61302768093995 22.372228200000002),511,,HEBL,,,,
ALY,Africa/Cairo,El Nohza,ALY,EG,POINT (29.953058 31.192545),32,,HEAX,,,,
ATZ,Africa/Cairo,Assiut Airport,ATZ,EG,POINT (31 27.033333),751,,HEAT,Asyut,,Asyut,
CAI,Africa/Cairo,Cairo International Airport,CAI,EG,POINT (31.424702260069452 30.1141148),324,,HECA,,,,
DAK,Africa/Cairo,Dakhla,DAK,EG,POINT (28.999166 25.414722),495,,HEDK,,,,
ASW,Africa/Cairo,Aswan Airport,ASW,EG,POINT (32.82937355051733 23.96342585),551,,HESN,Aswan,,Aswan,
TCP,Africa/Cairo,Taba International,TCP,EG,POINT (34.916668 29.55),2415,,HETB,,,,
SEW,Africa/Cairo,Siwa,SEW,EG,POINT (25.516666 29.183332),-36,,HE24,Siwa Oasis,,Muhafazat Matruh,
ELT,Africa/Cairo,Tour Sinai City,ELT,EG,POINT (33.651188381515865 28.20850445),75,,HETR,Tor,,South Sinai,
EMY,Africa/Cairo,El Minya,EMY,EG,POINT (30.731230123472542 28.100697150000002),82,,HEMN,Al Minya,,Al Minya,
SKV,Africa/Cairo,Mount Sinai,SKV,EG,POINT (33.95 28.5),7683,,HESC,Saint Catherine,,South Sinai,
SQK,Africa/Cairo,Sidi Barani,SQK,EG,POINT (25.933332 31.6),82,,,Bardiyah,,Sha`biyat al Butnan,
SSH,Africa/Cairo,Sharm El Sheikh Airport,SSH,EG,POINT (34.3879836 27.9807161),203,,HESH,Sharm el-Sheikh,,South Sinai,
UVL,Africa/Cairo,Kharga,UVL,EG,POINT (30.5859709913301 25.46922955),173,,HEKG,Al Kharijah,,Muhafazat al Wadi al Jadid,
GSQ,Africa/Cairo,Shark Elowainat,GSQ,EG,POINT (28.716667 22.583332),797,,HEOW,,,,
HBE,Africa/Cairo,Borg El Arab Airport,ALY,EG,POINT (29.686504 30.922234),167,,HEBA,Alexandria,,Alexandria,
HMB,Africa/Cairo,Mubarak International Airport,HMB,EG,POINT (31.731065840096637 26.3417454),324,,HESG,Al Manshah,,Suhaj,
HRG,Africa/Cairo,Hurghada International Airport,HRG,EG,POINT (33.79432766304178 27.1798365),82,,HEGN,Hurghada,,Red Sea,
MUH,Africa/Cairo,Mersa Matruh,MUH,EG,POINT (27.2265777423804 31.3168929),91,,HEMM,Mersa Matruh,,Muhafazat Matruh,
RMF,Africa/Cairo,Marsa Alam International Airport,RMF,EG,POINT (34.586226362149766 25.5566869),209,http://www.marsa-alam-airport.com,HEMA,Marsa Alam,,Red Sea,
TFR,Africa/Cairo,Ramadan,TFR,EG,POINT (31.400833 30.1175),0,,,Al Khankah,,Muhafazat al Qalyubiyah,
MEK,Africa/Casablanca,Meknes,MEK,MA,POINT (-5.533333 33.88333),1837,,GMFM,Meknes,Meknes,Meknes-Tafilalet,
ERH,Africa/Casablanca,Moulay Ali Cherif Airport,ERH,MA,POINT (-4.401642404012675 31.9476048),3366,,GMFK,Errachidia,Errachidia,Meknes-Tafilalet,
CAS,Africa/Casablanca,Anfa,CAS,MA,POINT (-7.663056 33.559723),154,,,Casablanca,Casablanca,Grand Casablanca,
CMN,Africa/Casablanca,Mohamed V International Airport,CAS,MA,POINT (-7.586667 33.36667),613,http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C,GMMN,Nouaseur,,Chaouia-Ouardigha,
TNG,Africa/Casablanca,Tangier Ibn Battouta Airport,TNG,MA,POINT (-5.912942469695661 35.72920725),62,,GMTT,Boukhalef,Tanger-Assilah,Tanger-Tetouan,
NDR,Africa/Casablanca,Nador International Airport,NDR,MA,POINT (-3.036671157151174 34.9876917),577,,GMMW,Selouane,Nador,Oriental,
TTU,Africa/Casablanca,Sania Ramel,TTU,MA,POINT (-5.323810548691451 35.5940005),10,,GMTN,Tetouan,,Tanger-Tetouan,
AGA,Africa/Casablanca,Agadir Al Massira Airport,AGA,MA,POINT (-9.555895 30.378326),62,,GMAD,Inezgane,Inezgane-Ait Mellou,Souss-Massa-Draa,
UAR,Africa/Casablanca,Bouarfa,UAR,MA,POINT (51.538563 51.15371),3630,,GMFB,,,,
NNA,Africa/Casablanca,NAF,NNA,MA,POINT (-6.666667 34.266666),0,,GMMY,Kenitra,Kenitra Province,Gharb-Chrarda-Beni Hssen,
AHU,Africa/Casablanca,Charif Al Idrissi Airport,AHU,MA,POINT (-3.836944 35.17972),42,,GMTA,Imzourene,,Taza-Al Hoceima-Taounate,
BEM,Africa/Casablanca,Beni Mellal Airport,BEM,MA,POINT (-6.315766147359213 32.40255875),1696,http://ww.onda.ma,GMMD,Beni Mellal,Beni-Mellal,Tadla-Azilal,
OUD,Africa/Casablanca,Les Angades Airport,OUD,MA,POINT (-1.933333 34.783333),1522,,GMFO,Oujda,Oujda-Angad,Oriental,
OZG,Africa/Casablanca,Zagora Airport,OZG,MA,POINT (-5.859202534443837 30.266018850000002),2381,,GMAZ,Zagora,Zagora,Souss-Massa-Draa,
OZZ,Africa/Casablanca,Ouarzazate Airport,OZZ,MA,POINT (-6.908943082878656 30.938211250000002),3710,,GMMZ,Ouarzazat,Ouarzazate,Souss-Massa-Draa,
RBA,Africa/Casablanca,Sale Airport,RBA,MA,POINT (-6.748619 34.036137),324,,GMME,Sale,,Rabat-Sale-Zemmour-Zaer,
RAK,Africa/Casablanca,Menara Airport,RAK,MA,POINT (-8.032465716209586 31.605871),1499,,GMMX,Marrakesh,Marrakech,Marrakech-Tensift-Al Haouz,
FEZ,Africa/Casablanca,Fes-Saiss Airport,FEZ,MA,POINT (-4.979095413023916 33.929115949999996),1883,,GMFF,Oulad Tayeb,Fes,Fes-Boulemane,
ESU,Africa/Casablanca,Essaouira Airport,ESU,MA,POINT (-9.682784663461774 31.399283599999997),272,,GMMI,Essaouira,Essaouira,Marrakech-Tensift-Al Haouz,
EUN,Africa/Casablanca,Hassan I Airport,EUN,MA,POINT (-13.222369376759582 27.1406223),246,,GMML,Laayoune / El Aaiun,,Oued Ed-Dahab-Lagouira,
VIL,Africa/Casablanca,Dakhla Airport,VIL,MA,POINT (-15.927466161127052 23.724744049999998),42,,GMMH,Dakhla,,Oued Ed-Dahab-Lagouira,
GLN,Africa/Casablanca,Goulimime Airport,GLN,MA,POINT (-10.066667 29.016666),1023,,GMAG,Guelmim,Guelmim,Guelmim-Es Smara,
GMD,Africa/Casablanca,Ben Slimane,GMD,MA,POINT (-7.217645444756327 33.65400975),577,,GMMB,Bouznika,Benslimane,Chaouia-Ouardigha,
SII,Africa/Casablanca,Sidi Ifni,SII,MA,POINT (-10.1761455 29.3711009),216,,GMMF,Sidi Ifni,Tiznit,Souss-Massa-Draa,
SMW,Africa/Casablanca,Smara,SMW,MA,POINT (-11.684303688564786 26.732671699999997),574,,GMMA,Smara,,,
TTA,Africa/Casablanca,Tan Tan Airport,TTA,MA,POINT (-11.083333 28.45),653,,GMAT,Tan-Tan,,Guelmim-Es Smara,
MLN,Africa/Ceuta,Melilla Airport,MLN,ES,POINT (-2.9577403946686074 35.2800282),137,,GEML,Melilla,Melilla,Melilla,
JCU,Africa/Ceuta,Ceuta Heliport,JCU,ES,POINT (-5.338333 35.899166),0,,,Ceuta,Ceuta,Ceuta,
CKY,Africa/Conakry,Conakry Airport,CKY,GN,POINT (-13.613075755188323 9.576551250000001),91,http://www.aeroport-conakry.com/aeroport_international_de_conakry.php,GUCY,Conakry,,Conakry,
BKJ,Africa/Conakry,Boke,BKJ,GN,POINT (-14.283333 10.966667),104,,GUOK,Boke,Boke Prefecture,Boke,
FIG,Africa/Conakry,Fria,FIG,GN,POINT (-13.5691599 10.3515213),547,,GUFA,Fria,Fria,Boke,
FAA,Africa/Conakry,Faranah,FAA,GN,POINT (-10.76962816625008 10.0359509),1502,,GUFH,Faranah,Faranah Prefecture,Faranah,
GII,Africa/Conakry,Siguiri,GII,GN,POINT (-9.166667 11.516667),1263,,GUSI,Siguiri,Siguiri Prefecture,Kankan,
KNN,Africa/Conakry,Kankan,KNN,GN,POINT (-9.305556 10.3975),1234,,GUXN,Kankan,Kankan Prefecture,Kankan,
KSI,Africa/Conakry,Kissidougou,KSI,GN,POINT (-10.1245813 9.1608546),1808,,GUKU,Kissidougou,Kissidougou,Faranah,
LEK,Africa/Conakry,Labe,LEK,GN,POINT (-12.29172796866526 11.3369569),3396,,GULB,Labe,Labe Prefecture,Labe,
MCA,Africa/Conakry,Macenta,MCA,GN,POINT (-9.466667 8.55),1768,,GUMA,Macenta,Macenta,Nzerekore,
NZE,Africa/Conakry,Nzerekore,NZE,GN,POINT (-8.7038786 7.8155778),1594,,GUNZ,Nzerekore,Nzerekore Prefecture,Nzerekore,
SBI,Africa/Conakry,Sambailo,SBI,GN,POINT (-13.3 12.483333),229,,GUSB,Koundara,Koundara Prefecture,Boke,
MAX,Africa/Dakar,Matam,MAX,SN,POINT (-13.32460119277452 15.59567135),52,,GOSM,Ouro Sogui,,Matam,
POD,Africa/Dakar,Podor,POD,SN,POINT (-14.964960407102684 16.6783347),26,,GOSP,Ndioum,,Saint-Louis,
TUD,Africa/Dakar,Tambacounda,TUD,SN,POINT (-13.654784242248777 13.735393550000001),161,,GOTT,Tambacounda,,Tambacounda,
BXE,Africa/Dakar,Bakel,BXE,SN,POINT (-12.46959728033882 14.846361850000001),121,,GOTB,Diawara,,Matam,
CSK,Africa/Dakar,Cap Skirring,CSK,SN,POINT (-16.750892885762433 12.39821835),49,,GOGS,Oussouye,,Ziguinchor,
DKR,Africa/Dakar,Leopold Sedar Senghor International Airport,DKR,SN,POINT (-17.482709371575325 14.73702885),78,http://www.aeroportdakar.com/,GOOY,Mermoz Boabab,,Dakar,
DSS,Africa/Dakar,Blaise Diagne International Airport,DKR,SN,POINT (-17.07343116560513 14.6655114),272,http://www.dakaraeroport.com/,GOBD,Pout,,Thies,
RDT,Africa/Dakar,Richard Toll,RDT,SN,POINT (-15.659278757169893 16.4370898),19,,GOSR,Richard-Toll,,Saint-Louis,
XLS,Africa/Dakar,St Louis,XLS,SN,POINT (-16.461452955345397 16.0532913),36,,GOSS,Saint-Louis,,Saint-Louis,
KDA,Africa/Dakar,Kolda,KDA,SN,POINT (-14.96736663625622 12.8989844),33,,GODK,Kolda,,Kolda,
KGG,Africa/Dakar,Kedougou,KGG,SN,POINT (-12.22004179999755 12.5723579),584,,GOTK,Kedougou,,Kedougou,
KLC,Africa/Dakar,Kaolack,KLC,SN,POINT (-16.5 14.083333),26,,GOOK,Foundiougne,,Fatick,
NIK,Africa/Dakar,Niokolo Koba,NIK,SN,POINT (-12.7266741 13.0523055),265,,,,,,
SMY,Africa/Dakar,Simenti,SMY,SN,POINT (-13.166667 13.166667),196,,GOTS,Youkounkoun,Koundara Prefecture,Boke,
ZIG,Africa/Dakar,Ziguinchor,ZIG,SN,POINT (-16.27910290979382 12.5565053),75,,GOGG,Ziguinchor,,Ziguinchor,
LDI,Africa/Dar_es_Salaam,Kikwetu,LDI,TZ,POINT (39.75871936630854 -9.850524),100,,HTLI,Lindi,,Lindi,
MFA,Africa/Dar_es_Salaam,Mafia,MFA,TZ,POINT (39.66804537412173 -7.91735835),108,,HTMA,Kilindoni,,Pwani,
MUZ,Africa/Dar_es_Salaam,Musoma Airport,MUZ,TZ,POINT (33.80178074217361 -1.50286265),3795,,HTMU,Musoma,,Mara,
MOW,Africa/Dar_es_Salaam,Mpanda Airport,MOW,TZ,POINT (31.084082497937757 -6.35497145),3572,,,,,,
TGT,Africa/Dar_es_Salaam,Tanga Airport,TGT,TZ,POINT (39.06655217051742 -5.09477935),129,,HTTG,Tanga,,Tanga,
MBI,Africa/Dar_es_Salaam,Mbeya Airport,MBI,TZ,POINT (33.462739482986976 -8.918906750000001),5583,,HTGW,Mbeya,,Mbeya,
MWZ,Africa/Dar_es_Salaam,Mwanza Airport,MWZ,TZ,POINT (32.93340863939895 -2.44583425),3756,,HTMW,Mwanza,,Mwanza,
MYW,Africa/Dar_es_Salaam,Mtwara Airport,MYW,TZ,POINT (40.18186245490989 -10.3405152),328,,HTMT,Mtwara,,Mtwara,
NCH,Africa/Dar_es_Salaam,Nachingwea,NCH,TZ,POINT (38.7792015 -10.3575001),1450,,HTNA,Nachingwea,,Lindi,
NPY,Africa/Dar_es_Salaam,Mpanda Airport,NPY,TZ,POINT (31.084082497937757 -6.35497145),3572,,HTMP,Mpanda,,Katavi,
PMA,Africa/Dar_es_Salaam,Wawi Airport,PMA,TZ,POINT (39.801945 -5.242222),98,,HTPE,Chake Chake,,Pemba South,
SGX,Africa/Dar_es_Salaam,Songea,SGX,TZ,POINT (35.58191536198474 -10.6812175),3477,,HTSO,Songea,,Ruvuma,
SEU,Africa/Dar_es_Salaam,Seronera Airstrip,SEU,TZ,POINT (34.816666 -2.383333),4730,,HTSN,Mugumu,,Mara,
ARK,Africa/Dar_es_Salaam,Arusha Airport,ARK,TZ,POINT (36.683334 -3.366667),4609,,HTAR,Arusha,,Arusha,
KIY,Africa/Dar_es_Salaam,Kilwa Masoko Airport,KIY,TZ,POINT (39.5111048 -8.9120263),50,,HTKI,,,,
BKZ,Africa/Dar_es_Salaam,Bukoba Airport,BKZ,TZ,POINT (31.820484188574866 -1.33063155),3750,,HTBU,Bukoba,,Kagera,
DAR,Africa/Dar_es_Salaam,Julius Nyerere International Airport,DAR,TZ,POINT (39.20752396159325 -6.8741937),75,http://www.tanzaniairports.com/,HTDA,Dar es Salaam,,Dar es Salaam,
DOD,Africa/Dar_es_Salaam,Dodoma Airport,DOD,TZ,POINT (35.754430618763045 -6.1700681500000005),3622,,HTDO,Dodoma,,Dodoma,
GIT,Africa/Dar_es_Salaam,Geita,GIT,TZ,POINT (32.2 -2.8),4232,,HTRU,Geita,,Geita,
GTZ,Africa/Dar_es_Salaam,Kirawira B,GTZ,TZ,POINT (34.225555 -2.160833),3963,,HTGR,Issenye,,Mara,
XMI,Africa/Dar_es_Salaam,Masasi,XMI,TZ,POINT (38.771822446316946 -10.738714),1272,,HTMI,Masasi,,Mtwara,
JOM,Africa/Dar_es_Salaam,Njombe,JOM,TZ,POINT (34.77796910746214 -9.3588371),6400,,HTNJ,Njombe,,Njombe,
JRO,Africa/Dar_es_Salaam,Kilimanjaro International Airport,JRO,TZ,POINT (37.076288891574904 -3.4280793999999997),2932,http://www.kilimanjaroairport.co.tz/,HTKJ,Merelani,,Arusha,
IRI,Africa/Dar_es_Salaam,Nduli Airport,IRI,TZ,POINT (35.75028 -7.670556),4639,,HTIR,Iringa,,Iringa,
LKY,Africa/Dar_es_Salaam,Lake Manyara Airport,LKY,TZ,POINT (36.416668 -3.5),4150,,HTLM,Monduli,,Arusha,
MWN,Africa/Dar_es_Salaam,Mwadui,MWN,TZ,POINT (33.6 -3.55),3963,,HTMD,Mwadui,,Shinyanga,
SHY,Africa/Dar_es_Salaam,Shinyanga,SHY,TZ,POINT (33.5182435 -3.6146904),3832,,HTSY,Songwa,,Shinyanga,
SUT,Africa/Dar_es_Salaam,Sumbawanga,SUT,TZ,POINT (31.61107548285324 -7.9484409),5928,,HTSU,Sumbawanga,,Rukwa,
TBO,Africa/Dar_es_Salaam,Tabora Airport,TBO,TZ,POINT (32.834239572410276 -5.0775058),3868,,HTTB,Tabora,,Tabora,
TKQ,Africa/Dar_es_Salaam,Kigoma Airport,TKQ,TZ,POINT (29.667859635949778 -4.88471085),2700,,HTKA,Kigoma,,Kigoma,
ZNZ,Africa/Dar_es_Salaam,Zanzibar International Airport,ZNZ,TZ,POINT (39.224891924186615 -6.22659875),54,,HTZA,Zanzibar,,Zanzibar Urban/West,
AII,Africa/Djibouti,Alisabieh,AII,DJ,POINT (42.716667 11.15),2290,,HDAS,'Ali Sabieh,,Ali Sabieh,
TDJ,Africa/Djibouti,Tadjoura,TDJ,DJ,POINT (42.913057 11.7881991),246,,HDTJ,Tadjoura,,Tadjourah,
JIB,Africa/Djibouti,Djibouti-Ambouli International Airport,JIB,DJ,POINT (43.15864050716333 11.54800385),29,,HDAM,Djibouti,,Djibouti,
MHI,Africa/Djibouti,Musha,MHI,DJ,POINT (43 11),1302,,HDMO,Danan,,Ali Sabieh,
OBC,Africa/Djibouti,Obock,OBC,DJ,POINT (43.280430193392874 11.9677305),65,,HDOB,Obock,,Obock,
MMF,Africa/Douala,Mamfe,MMF,CM,POINT (9.3063685 5.7049093),370,,FKKF,Mamfe,,South-West Province,
DSC,Africa/Douala,Dschang,DSC,CM,POINT (10.091667 5.833333),4878,,FKKS,Bali,,North-West Province,
EBW,Africa/Douala,Ebolowa,EBW,CM,POINT (11.166667 2.916667),2014,,FKKW,Ebolowa,,South Province,
BPC,Africa/Douala,Bamenda,BPC,CM,POINT (10.15 5.916667),4478,,FKKV,Bamenda,,North-West Province,
DLA,Africa/Douala,Douala Airport,DLA,CM,POINT (9.716386661669063 4.01357),59,,FKKD,Douala,,Littoral,
BLC,Africa/Douala,Bamenda,BLC,CM,POINT (10.031667 5.897222),4475,,FKKG,,,,
OUR,Africa/Douala,Batouri,OUR,CM,POINT (14.3622338 4.4738974),2142,,FKKI,Batouri,,East,
NSI,Africa/Douala,Nsimalen Airport,YAO,CM,POINT (11.552168664779966 3.7250788),2142,,FKYS,,,,
BTA,Africa/Douala,Yaoundé,BTA,CM,POINT (13.7275 4.540833),2158,,FKKO,Bertoua,,East,
BFX,Africa/Douala,Bafoussam,BFX,CM,POINT (10.4 5.483333),4507,,FKKU,Bafoussam,,West,
GOU,Africa/Douala,Garoua Airport,GOU,CM,POINT (13.377202011034774 9.3372216),751,,FKKR,Garoua,,North Province,
GXX,Africa/Douala,Yagoua,GXX,CM,POINT (15.2378592 10.3563758),1066,,FKKJ,Yagoua,,Far North,
FOM,Africa/Douala,Foumban,FOM,CM,POINT (10.833333 5.75),3881,,FKKM,Foumban,,West,
KBI,Africa/Douala,Kribi,KBI,CM,POINT (9.916667 2.95),148,,FKKB,Kribi,,South Province,
KLE,Africa/Douala,Kaele,KLE,CM,POINT (14.4455654 10.0926682),1276,,FKKH,Kaele,,Far North,
MVR,Africa/Douala,Salam,MVR,CM,POINT (14.256389 10.452222),1332,,FKKL,Maroua,,Far North,
NGE,Africa/Douala,Ngaoundéré,NGE,CM,POINT (13.558885789363384 7.35617015),3622,,FKKN,Ngaoundere,,Adamaoua,
NKS,Africa/Douala,Nkongsamba,NKS,CM,POINT (9.933333 4.95),2650,,FKAN,Nkongsamba,,Littoral,
TKC,Africa/Douala,Tiko,TKC,CM,POINT (9.36040578895086 4.0900417000000004),151,,FKKC,Mutengene,,South-West Province,
YAO,Africa/Douala,Yaounde Airport,YAO,CM,POINT (11.521790801578737 3.8360955),2398,,FKKY,Yaounde,,Centre,
FNA,Africa/Freetown,Lungi International Airport,FNA,SL,POINT (-13.200255905684298 8.6153394),98,http://www.freetownairport.com/,GFLL,Masoyila,,Northern Province,
BTE,Africa/Freetown,Bonthe,BTE,SL,POINT (-12.008333 7),0,,GFBN,Pujehun,,Southern Province,
GBK,Africa/Freetown,Gbangbatok,GBK,SL,POINT (-12.377632906257602 7.81271795),167,,GFGK,Mogbwemo,,Southern Province,
HGS,Africa/Freetown,Hastings,FNA,SL,POINT (-13.13 8.393056),75,,GFHA,Hastings,,Western Area,
KBA,Africa/Freetown,Kabala,KBA,SL,POINT (-12 9.333333),1012,,GFKB,Kamakwie,,Northern Province,
KBS,Africa/Freetown,Bo,KBS,SL,POINT (-11.760596425074066 7.9453471),328,,GFBO,Bo,,Southern Province,
KEN,Africa/Freetown,Kenema,KEN,SL,POINT (-11.17400539707163 7.89635595),485,,GFKE,Kenema,,Eastern Province,
JMY,Africa/Freetown,Mammy Yoko Heliport,FNA,SL,POINT (-13.266667 8.483333),360,,,Freetown,,Western Area,
WYE,Africa/Freetown,Yengema,WYE,SL,POINT (-11.05025123743889 8.6176481),1259,,GFYE,Motema,,Eastern Province,
LOQ,Africa/Gaborone,Lobatse,LOQ,BW,POINT (25.7136876 -25.1982784),3756,,FBLO,Lobatse,,South East,
KHW,Africa/Gaborone,Khwai River Lodge,KHW,BW,POINT (23.5 -19),3000,,FBKR,,,,
BBK,Africa/Gaborone,Kasane Airport,BBK,BW,POINT (25.164367059707985 -17.83045705),3277,,FBKE,Kasane,,North West,
MUB,Africa/Gaborone,Maun Airport,MUB,BW,POINT (23.43219644534387 -19.97141275),3097,,FBMN,,,,
SVT,Africa/Gaborone,Savuti,SVT,BW,POINT (24.083332 -18.633333),3034,,FBSV,Katima Mulilo,,Zambezi,
SXN,Africa/Gaborone,Suapan,SXN,BW,POINT (26.116667 -20.55),2969,,FBSN,Dukwe,,North East,
FRW,Africa/Gaborone,Francistown Airport,FRW,BW,POINT (27.471582024432315 -21.15918875),3264,,FBFT,Francistown,,North East,
GBE,Africa/Gaborone,Sir Seretse Khama International Airport,GBE,BW,POINT (25.924967923222077 -24.5533921),3274,,FBSK,Mmopone,,Kweneng,
GNZ,Africa/Gaborone,Ghanzi,GNZ,BW,POINT (21.65829447260062 -21.6924038),3684,,FBGZ,Ghanzi,,Ghanzi,
HUK,Africa/Gaborone,Hukuntsi,HUK,BW,POINT (21.75946734798346 -23.9866674),3608,,FBHK,Hukuntsi,,Kgalagadi,
JWA,Africa/Gaborone,Jwaneng,JWA,BW,POINT (24.692185516131104 -24.6009592),3900,,FBJW,Letlhakeng,,Kweneng,
ORP,Africa/Gaborone,Orapa,ORP,BW,POINT (24.5 -21),2975,,FBOR,Rakops,,Central,
PKW,Africa/Gaborone,Selebi-Phikwe,PKW,BW,POINT (27.82922757526034 -22.0580912),2913,,FBSP,Selebi-Phikwe,,Central,
SWX,Africa/Gaborone,Shakawe,SWX,BW,POINT (21.8361789268602 -18.373261149999998),3277,http://www.dca.gov.bw/index.php?sectid=248,FBSW,Shakawe,,North West,
TBY,Africa/Gaborone,Tsabong,TBY,BW,POINT (22.466667 -26.066668),3179,,FBTS,Tshabong,,Kgalagadi,
TLD,Africa/Gaborone,Limpopo Valley,TLD,BW,POINT (29.132088297657788 -22.192227449999997),1772,,FBLV,Mathathane,,Central,
KAB,Africa/Harare,Kariba,KAB,ZW,POINT (28.888200702488827 -16.517941),1706,,FVKB,Kariba,,Mashonaland West,
CHJ,Africa/Harare,Chipinge,CHJ,ZW,POINT (32.6261647 -20.2042729),3690,,FVCH,Chipinge,,Manicaland,
BFO,Africa/Harare,Buffalo Range,BFO,ZW,POINT (31.579166 -21.009167),1437,,FVCZ,,,,
MVZ,Africa/Harare,Masvingo,MVZ,ZW,POINT (30.860836538883625 -20.06109525),3608,,FVMV,Masvingo,,Masvingo,
BUQ,Africa/Harare,Bulawayo Airport,BUQ,ZW,POINT (28.60861372510136 -20.0133425),4324,,FVJN,Bulawayo,,Bulawayo,
BZH,Africa/Harare,Bumi Hills,BZH,ZW,POINT (28.3500004 -16.8169994),1607,,FVBM,Siavonga,,Southern,
GWE,Africa/Harare,Gweru,GWE,ZW,POINT (29.86111 -19.435833),4714,,FVTL,Gweru,,Midlands,
HWN,Africa/Harare,Hwange Nat Park,HWN,ZW,POINT (26.518333 -19.3625),3284,,FVWN,Sua,,Central,
HRE,Africa/Harare,Harare International Airport,HRE,ZW,POINT (31.090709006942333 -17.9332616),4786,,FVRG,Epworth,,Harare,
MJW,Africa/Harare,Mahenye,MJW,ZW,POINT (32.3334757 -21.2302956),875,,FVMH,Chiredzi,,Masvingo,
UTA,Africa/Harare,Mutare,UTA,ZW,POINT (32.666668 -18.966667),3410,,FVMU,Mutare,,Manicaland,
VFA,Africa/Harare,Victoria Falls Airport,VFA,ZW,POINT (25.840279 -18.093056),3503,,FVFA,Victoria Falls,Hwange District,Matabeleland North,
WKI,Africa/Harare,Hwange,WKI,ZW,POINT (26.52106461017609 -18.3623096),2463,,FVWT,Hwange,Hwange District,Matabeleland North,
AGZ,Africa/Johannesburg,Aggeneys,AGZ,ZA,POINT (18.85 -29.05),2818,,FAAG,Pofadder,Namakwa District Municipality,Northern Cape,
LTA,Africa/Johannesburg,Letaba,LTA,ZA,POINT (30.15 -23.833332),2408,,FATZ,Tzaneen,Mopani District Municipality,Limpopo,
LLE,Africa/Johannesburg,Malelane,LLE,ZA,POINT (31.56539089892155 -25.473720450000002),1024,,FAMN,Komatipoort,Ehlanzeni District,Mpumalanga,
BFN,Africa/Johannesburg,Bram Fischer International Airport,BFN,ZA,POINT (26.296681782348287 -29.0922444),4425,,FABL,Bloemfontein,Mangaung Metropolitan Municipality,Orange Free State,
TSD,Africa/Johannesburg,Tshipise,TSD,ZA,POINT (30.177149 -22.6188327),1786,,,Messina,Vhembe District Municipality,Limpopo,
AAM,Africa/Johannesburg,Mala Mala,AAM,ZA,POINT (31.533333 -24.8),1082,,FAMD,,,,
PLZ,Africa/Johannesburg,Port Elizabeth International Airport,PLZ,ZA,POINT (25.61250857777766 -33.9897894),196,http://www.acsa.co.za/home.asp?pid=236,FAPE,Port Elizabeth,Nelson Mandela Bay Metropolitan Municipality,Eastern Cape,
PRY,Africa/Johannesburg,Wonderboom Airport,PRY,ZA,POINT (28.219465478499153 -25.65847035),4061,http://www.wonderboomairport.co.za/,FAWB,Pretoria,City of Tshwane Metropolitan Municipality,Gauteng,
BIY,Africa/Johannesburg,Bisho,BIY,ZA,POINT (27.2794557654654 -32.89788125),1876,,FABE,Port Alfred,Cacadu District Municipality,Eastern Cape,
ASS,Africa/Johannesburg,Arathusa Safari Lodge,ASS,ZA,POINT (31.5185186 -24.7410105),1299,http://arathusa.co.za/getting-to-arathusa-by-scheduled-flight/,FAAR,,,,
CPT,Africa/Johannesburg,Cape Town International Airport,CPT,ZA,POINT (18.602112520148317 -33.97184585),114,http://www.airports.co.za/home.asp?pid=229,FACT,Lansdowne,City of Cape Town,Western Cape,
MEZ,Africa/Johannesburg,Messina,MEZ,ZA,POINT (29.833332 -22.366667),2093,,FAMH,,,,
MZF,Africa/Johannesburg,Mzamba(Wild Coast Sun),MZF,ZA,POINT (28.5 -32.75),0,,,Butterworth,Amathole District Municipality,Eastern Cape,
MZQ,Africa/Johannesburg,Mkuze,MZQ,ZA,POINT (32.04476997862645 -27.6262192),439,,FAMU,Mkuze,uMkhanyakude District Municipality,KwaZulu-Natal,
SZK,Africa/Johannesburg,Skukuza Airport,SZK,ZA,POINT (31.589971351596645 -24.9611745),1020,,FASZ,,,,
HLW,Africa/Johannesburg,Hluhluwe,HLW,ZA,POINT (32.27510193785516 -28.01605505),255,,FAHL,,,,
